NO_OF_SAMPLES	23292
FREQUENCY	1200
TIME_STAMP	2024-02-21, 11:05:44.077	92468.31079140
FIRST_SAMPLE	709
DESCRIPTION	Force data in local (force plate) coordinates
DATA_INCLUDED	Force
FORCE_PLATE_TYPE	Amti Gen 5
FORCE_PLATE_MODEL	Unknown
FORCE_PLATE_NAME	Amti Optima BMS400600HF-2K 11051M
FORCE_PLATE_CORNER_POSX_POSY_X	345.292211
FORCE_PLATE_CORNER_POSX_POSY_Y	2049.128056
FORCE_PLATE_CORNER_POSX_POSY_Z	-1.250600
FORCE_PLATE_CORNER_NEGX_POSY_X	741.362512
FORCE_PLATE_CORNER_NEGX_POSY_Y	2051.770926
FORCE_PLATE_CORNER_NEGX_POSY_Z	-0.121500
FORCE_PLATE_CORNER_NEGX_NEGY_X	745.330393
FORCE_PLATE_CORNER_NEGX_NEGY_Y	1457.235217
FORCE_PLATE_CORNER_NEGX_NEGY_Z	-0.422700
FORCE_PLATE_CORNER_POSX_NEGY_X	349.260181
FORCE_PLATE_CORNER_POSX_NEGY_Y	1454.592466
FORCE_PLATE_CORNER_POSX_NEGY_Z	-1.551900
FORCE_PLATE_OFFSET_X	0.000000
FORCE_PLATE_OFFSET_Y	0.000000
FORCE_PLATE_OFFSET_Z	0.000000
FORCE_PLATE_LENGTH	599.948000
FORCE_PLATE_WIDTH	400.050000
SAMPLE	TIME	Force_X	Force_Y	Force_Z	Moment_X	Moment_Y	Moment_Z	COP_X	COP_Y	COP_Z
864	0.71917	-2.797241	-0.047398	645.562500	-19.140625	7.496094	0.353638	-11.611724	-29.649530	0.000000	
865	0.72000	-3.331299	0.224266	646.312500	-19.149414	7.370850	0.297791	-11.404467	-29.628723	0.000000	
866	0.72083	-3.510986	-0.045464	645.562500	-19.050781	7.541748	0.279343	-11.682444	-29.510359	0.000000	
867	0.72167	-3.511475	-0.227280	646.656250	-19.043945	7.365479	0.371994	-11.390099	-29.449874	0.000000	
868	0.72250	-3.332153	-0.138596	647.750000	-19.047852	7.442871	0.260376	-11.490345	-29.406178	0.000000	
869	0.72333	-3.421021	0.134567	645.906250	-19.146484	7.474121	0.335007	-11.571526	-29.642823	0.000000	
870	0.72417	-3.688965	0.136063	645.218750	-19.012695	7.428711	0.279434	-11.513477	-29.467053	0.000000	
871	0.72500	-3.687866	0.407043	645.218750	-19.067383	7.534668	0.260864	-11.677695	-29.551811	0.000000	
872	0.72583	-3.511841	-0.408707	647.343750	-19.082031	7.542480	0.241867	-11.651430	-29.477432	0.000000	
873	0.72667	-3.422729	-0.225594	644.843750	-19.000000	7.402588	0.372330	-11.479661	-29.464502	0.000000	
874	0.72750	-3.958130	-0.414307	646.625000	-18.993164	7.491455	0.334824	-11.585471	-29.372765	0.000000	
875	0.72833	-3.689087	-0.046139	646.625000	-19.140625	7.535889	0.316269	-11.654187	-29.600812	0.000000	
876	0.72917	-3.244019	-0.234406	645.562500	-18.865234	7.693604	0.258057	-11.917674	-29.222940	0.000000	
877	0.73000	-3.778687	0.137848	643.750000	-19.012695	7.530518	0.335388	-11.697891	-29.534284	0.000000	
878	0.73083	-3.599731	0.127876	645.562500	-18.699219	7.680176	0.186493	-11.896874	-28.965776	0.000000	
879	0.73167	-4.047119	-0.049622	643.750000	-18.916992	7.663086	0.388336	-11.903823	-29.385619	0.000000	
880	0.73250	-3.065063	0.129158	643.062500	-18.877930	7.662109	0.481277	-11.915031	-29.356291	0.000000	
881	0.73333	-3.246460	-0.592621	642.656250	-18.898438	7.726074	0.444229	-12.022095	-29.406759	0.000000	
882	0.73417	-3.690674	-0.140526	643.375000	-18.913086	7.995361	0.481125	-12.427218	-29.396675	0.000000	
883	0.73500	-3.600342	0.130219	643.375000	-18.789062	7.678955	0.388412	-11.935427	-29.203905	0.000000	
884	0.73583	-3.779663	-0.049566	643.062500	-18.782227	7.779053	0.425552	-12.096884	-29.207467	0.000000	
885	0.73667	-3.511108	-0.052633	645.218750	-18.828125	7.967041	0.406509	-12.347814	-29.180995	0.000000	
886	0.73750	-3.959961	-0.591827	643.750000	-18.451172	7.985596	0.425293	-12.404809	-28.662015	0.000000	
887	0.73833	-3.601318	-0.141159	643.750000	-18.779297	7.785645	0.351166	-12.094205	-29.171723	0.000000	
888	0.73917	-3.690674	-0.049417	642.656250	-18.561523	7.924316	0.425552	-12.330568	-28.882507	0.000000	
889	0.74000	-3.958374	-0.139809	643.375000	-18.645508	7.843994	0.369797	-12.191947	-28.980778	0.000000	
890	0.74083	-3.869873	-0.229584	642.656250	-18.286133	8.023926	0.295624	-12.485564	-28.453987	0.000000	
891	0.74167	-3.690918	0.042864	640.875000	-18.474609	7.816650	0.444504	-12.196841	-28.827165	0.000000	
892	0.74250	-3.780396	-0.139107	642.312500	-18.468750	7.991455	0.314270	-12.441693	-28.753527	0.000000	
893	0.74333	-3.781494	-0.318604	641.250000	-18.417969	7.777832	0.407303	-12.129173	-28.721979	0.000000	
894	0.74417	-3.691040	0.043253	640.500000	-18.519531	7.957764	0.481613	-12.424299	-28.914178	0.000000	
895	0.74500	-3.692505	-0.226562	639.437500	-18.421875	7.922119	0.463303	-12.389200	-28.809501	0.000000	
896	0.74583	-3.782227	-0.315872	638.718750	-18.106445	7.918457	0.407715	-12.397408	-28.348072	0.000000	
897	0.74667	-3.779419	0.314865	640.156250	-18.216797	7.954346	0.425995	-12.425632	-28.456798	0.000000	
898	0.74750	-3.779907	-0.048784	642.312500	-18.471680	7.885010	0.425629	-12.275971	-28.758088	0.000000	
